OBJECTID,DESCRIPTION,NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
939,An establishment where a range of fuel products can be purchased by motorists,Shell Bunbury Central,Shell,Strickland Street and Blair Street Boulevard,Bunbury,Western Australia,-33.335951,115.646738
940,An establishment where a range of fuel products can be purchased by motorists,Shell Gateway,Shell,12 Claughton Way,Glen Iris,Western Australia,-33.334809,115.685129
941,An establishment where a range of fuel products can be purchased by motorists,Naughtons Petroleum On The Hwy,Shell,68 Bathurst Road,Orange,New South Wales,-33.290736,149.109436
942,An establishment where a range of fuel products can be purchased by motorists,Coles Express Orange,Shell,53 Sale Street,Orange,New South Wales,-33.282669,149.095995
943,An establishment where a range of fuel products can be purchased by motorists,Parkes Cvro,Shell,42-46 Peak Hill Road,Parkes,New South Wales,-33.122053,148.174244
944,An establishment where a range of fuel products can be purchased by motorists,Condobolin Auto Port,Shell,114 Bathurst Street,Condobolin,New South Wales,-33.08873,147.146885
945,An establishment where a range of fuel products can be purchased by motorists,Coles Express Whyalla,Shell,41 Playford Avenue,Whyalla,South Australia,-33.029507,137.567649
946,An establishment where a range of fuel products can be purchased by motorists,Shell River Rooster,Shell,44 Egerton Street,Narrogin,Western Australia,-32.933112,117.176686
947,An establishment where a range of fuel products can be purchased by motorists,Mainline Motors,Shell,91 South Western Highway,Waroona,Western Australia,-32.845553,115.922139
948,An establishment where a range of fuel products can be purchased by motorists,Streaky Bay Tourist Centre,Shell,11-13 Alfred Terrace,Streaky Bay,South Australia,-32.795574,134.213834
949,An establishment where a range of fuel products can be purchased by motorists,Coles Express Mudgee,Shell,83-85 Mortimer Street,Mudgee,New South Wales,-32.593477,149.588476
950,An establishment where a range of fuel products can be purchased by motorists,Coles Express Singleton,Shell,2514 Mandurah Road,Singleton,Western Australia,-32.447135,115.762934
951,An establishment where a range of fuel products can be purchased by motorists,Coles Express Golden Bay,Shell,2267 Mandurah Road,Karnup,Western Australia,-32.427352,115.774671
952,An establishment where a range of fuel products can be purchased by motorists,Gulgong Automotive,Shell,22A-22C Station Street,Gulgong,New South Wales,-32.357137,149.53506
953,An establishment where a range of fuel products can be purchased by motorists,Coles Express Waikiki,Shell,Read Street and Gnangara Drive,Waikiki,Western Australia,-32.314998,115.753332
954,An establishment where a range of fuel products can be purchased by motorists,Coles Express Casuarina,Shell,1 Johnson Road,Bertram,Western Australia,-32.232211,115.848153
955,An establishment where a range of fuel products can be purchased by motorists,Coles Express Gilgandra,Shell,217 Newell Highway,Gilgandra,New South Wales,-31.703071,148.678646
956,An establishment where a range of fuel products can be purchased by motorists,Coles Express Clarkson,Shell,Marmion Avenue and Pensacola Terrace,Clarkson,Western Australia,-31.691818,115.716022
957,An establishment where a range of fuel products can be purchased by motorists,Shell Bullsbrook,Shell,2539 Great Northern Highway,Bullsbrook,Western Australia,-31.671581,116.031356
958,An establishment where a range of fuel products can be purchased by motorists,Coonamble Roadhouse,Shell,121 Castlereagh Street,Coonamble,New South Wales,-30.961632,148.390561
959,An establishment where a range of fuel products can be purchased by motorists,Shell Boulder,Shell,26 Davis Street,Boulder,Western Australia,-30.77856,121.48905
960,An establishment where a range of fuel products can be purchased by motorists,Coles Express Boulder,Shell,37 Frank Street,Boulder,Western Australia,-30.767419,121.484609
961,An establishment where a range of fuel products can be purchased by motorists,Inverell,7-Eleven Pty Ltd,208 Byron Street,Inverell,New South Wales,-29.770582,151.115503
962,An establishment where a range of fuel products can be purchased by motorists,Coles Express Moree,Shell,2-4 Balo Street,Moree,New South Wales,-29.460726,149.842017
963,An establishment where a range of fuel products can be purchased by motorists,Lightning Ridge Service Statio,Shell,37 Morilla Street,Lightning Ridge,New South Wales,-29.427217,147.97933
964,An establishment where a range of fuel products can be purchased by motorists,Texas,Shell,4 St John Street,Texas,Queensland,-28.852318,151.163187
965,An establishment where a range of fuel products can be purchased by motorists,Shell Wonthella,Shell,115 North West Coastal Highway,Wonthella,Western Australia,-28.768988,114.62428
966,An establishment where a range of fuel products can be purchased by motorists,Aratula Roadhouse,Shell,6776 Cunningham Highway,Aratula,Queensland,-27.983606,152.54538
967,An establishment where a range of fuel products can be purchased by motorists,Coles Express Runaway Bay,Shell,387 Oxley Drive,Runaway Bay,Queensland,-27.91187,153.389291
968,An establishment where a range of fuel products can be purchased by motorists,Cue Roadhouse,Shell,16 Austin Street,Cue,Western Australia,-27.426813,117.894625
969,An establishment where a range of fuel products can be purchased by motorists,Coochin Creek Fruitgrowers Co-op,Shell,35 Simpson Street,Beerwah,Queensland,-26.856137,152.957947
970,An establishment where a range of fuel products can be purchased by motorists,Coles Express Caloundra,Shell,69 Beerburrum Street,Aroona,Queensland,-26.779853,153.125168
971,An establishment where a range of fuel products can be purchased by motorists,Coles Express Kawana,Shell,27 Nicklin Way,Buddina,Queensland,-26.705026,153.130051
972,An establishment where a range of fuel products can be purchased by motorists,Coles Express Mooloolaba,Shell,Cnr Brisbane Road and Foote Street,Mooloolaba,Queensland,-26.683952,153.118032
973,An establishment where a range of fuel products can be purchased by motorists,Shell Buderim ,Shell,2 Lavarack Crescent,Buderim,Queensland,-26.682823,153.065079
974,An establishment where a range of fuel products can be purchased by motorists,Coles Express Nambour Panorama Drive,Shell,589 Nambour Connection Road,Nambour,Queensland,-26.641096,152.962609
975,An establishment where a range of fuel products can be purchased by motorists,Coles Express Meekatharra Roadhouse,Shell,Great Northern Highway,Meekatharra,Western Australia,-26.598296,118.491594
976,An establishment where a range of fuel products can be purchased by motorists,Coles Express Noosa,Shell,49 David Low Way,Noosa Heads,Queensland,-26.398698,153.093536
977,An establishment where a range of fuel products can be purchased by motorists,Coles Express Tewantin,Shell,60 Poinciana Avenue,Tewantin,Queensland,-26.390817,153.034605
978,An establishment where a range of fuel products can be purchased by motorists,Fergusons Roadhouse Tiaro,Shell,2 Mayne Street,Tiaro,Queensland,-25.73229,152.582913
979,An establishment where a range of fuel products can be purchased by motorists,Coles Express Paraburdoo,Shell,Rocklea Road and Camp Road,Paraburdoo,Western Australia,-23.204486,117.671055
980,An establishment where a range of fuel products can be purchased by motorists,Coles Express Tom Price,Shell,Mine Road and Doradeen Road,Tom Price,Western Australia,-22.696583,117.78565
981,An establishment where a range of fuel products can be purchased by motorists,Coles Express Karratha,Shell,Searipple Road and Welcome Road,Karratha,Western Australia,-20.735526,116.849121
982,An establishment where a range of fuel products can be purchased by motorists,Coles Express Dampier,Shell,357-359 Church Road,Dampier,Western Australia,-20.66523,116.707005
983,An establishment where a range of fuel products can be purchased by motorists,Coles Express South Hedland Roadhouse,Shell,Great Northern Highway and Quarry Road,Wedgefield,Western Australia,-20.373686,118.607272
984,An establishment where a range of fuel products can be purchased by motorists,Coles Express Port Hedland,Shell,Lot 2065 Wilson Street,Port Hedland,Western Australia,-20.311595,118.606242
985,An establishment where a range of fuel products can be purchased by motorists,Coles Express Halls Creek,Shell,Great Northern Highway and Roberta Avenue,Halls Creek,Western Australia,-18.224348,127.66661
986,An establishment where a range of fuel products can be purchased by motorists,Coles Express Fitzroy Crossing Roadhouse,Shell,4-6 Forrest Road,Fitzroy Crossing,Western Australia,-18.197896,125.568237
987,An establishment where a range of fuel products can be purchased by motorists,Coles Express Broome,Shell,19 Napier Terrace,Broome,Western Australia,-17.955577,122.241748
988,An establishment where a range of fuel products can be purchased by motorists,Derby Tyre & Exhaust,Shell,46 Clarendon Street,Derby,Western Australia,-17.30541,123.6294
989,An establishment where a range of fuel products can be purchased by motorists,Coles Express Kununurra Roadhouse,Shell,Ivanhoe Road,Kununurra,Western Australia,-15.780652,128.732015
990,An establishment where a range of fuel products can be purchased by motorists,Mobil Robe,7-Eleven Pty Ltd,12 Main Road,Robe,South Australia,-37.16559,139.765188
991,An establishment where a range of fuel products can be purchased by motorists,Shell Milton,Shell,32-36 Princes Highway,Milton,New South Wales,-35.313387,150.433388
992,An establishment where a range of fuel products can be purchased by motorists,BP Tumut,BP,3 Blowering Road,Tumut,New South Wales,-35.311404,148.230715
993,An establishment where a range of fuel products can be purchased by motorists,Independent Tailem Bend,Independent Fuel Supplies,32 Princes Highway,Tailem Bend,South Australia,-35.263398,139.456839
994,An establishment where a range of fuel products can be purchased by motorists,BP Ouyen,BP,Farrell Street,Ouyen,Victoria,-35.069503,142.3186
995,An establishment where a range of fuel products can be purchased by motorists,Independent Ouyen,Independent Fuel Supplies,57 Farrell Street,Ouyen,Victoria,-35.06393,142.318238
996,An establishment where a range of fuel products can be purchased by motorists,Independent Gundagai,Independent Fuel Supplies,258 Sheridan Street,Gundagai,New South Wales,-35.063224,148.100815
997,An establishment where a range of fuel products can be purchased by motorists,Liberty Nairne,Liberty,91 Main Road,Nairne,South Australia,-35.036451,138.913598
998,An establishment where a range of fuel products can be purchased by motorists,Liberty Denmark,Liberty,South Coast Highway and Price Street,Denmark,Western Australia,-34.960899,117.353959
999,An establishment where a range of fuel products can be purchased by motorists,Gull Vasse,Gull,1 Bussell Highway,Vasse,Western Australia,-33.675939,115.250554
1000,An establishment where a range of fuel products can be purchased by motorists,Gull East Bunbury,Gull,81-83 King Road,East Bunbury,Western Australia,-33.336007,115.654388
1001,An establishment where a range of fuel products can be purchased by motorists,Independent Waroona,Independent Fuel Supplies,501 South Western Highway,Waroona,Western Australia,-32.835737,115.917655
1002,An establishment where a range of fuel products can be purchased by motorists,Liberty Pinjarra,Liberty,54-56 George Street,Pinjarra,Western Australia,-32.63111,115.872693
1003,An establishment where a range of fuel products can be purchased by motorists,Caltex Furnissdale,Caltex,868 Pinjarra Road,Furnissdale,Western Australia,-32.56719,115.79836
1004,An establishment where a range of fuel products can be purchased by motorists,Gull Brookton,Gull,83 Brookton Highway,Brookton,Western Australia,-32.365794,117.009035
1005,An establishment where a range of fuel products can be purchased by motorists,Independent Gilgandra,Independent Fuel Supplies,23-27 Castlereagh Street,Gilgandra,New South Wales,-31.715582,148.659654
